,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultPayment
19508,2,2,2,32,0,0,0,0,0,0,68014,75261,2500,3200,3300,3000,3000,2746,0
19509,2,3,1,40,-1,-1,0,-1,-1,-2,27035,4869,28204,33716,37400,1408,4869,5539,0
19510,2,2,1,49,1,-2,-2,-1,-1,-1,0,6990,0,0,2146,2452,6990,3550,1
19511,2,1,2,29,0,0,0,0,0,0,199251,153706,9025,8507,5740,5128,11000,0,0
19512,2,1,2,31,0,0,0,0,0,0,69343,74266,4000,4000,4007,13990,2056,2623,0
19513,2,1,2,27,0,0,0,0,-1,0,89909,122955,8941,3848,4000,124208,5000,5000,0
19514,2,2,2,30,1,-2,-1,-1,2,0,0,17030,0,474,17171,0,800,5000,0
19515,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19516,2,1,1,45,0,0,0,0,0,0,34669,130479,150000,60052,10268,27225,15000,20000,0
19517,2,1,2,34,-1,-1,-1,-1,-1,-1,1128,946,1784,892,1000,946,946,946,0
19518,2,2,1,29,-1,-1,-2,-2,-2,-2,500,0,0,0,0,0,0,0,0
19519,2,2,1,26,0,0,0,0,-2,-2,77758,0,4000,4000,0,0,0,0,1
19520,2,2,1,35,2,2,2,2,2,0,23785,19626,0,3500,1319,0,800,1610,1
19521,2,2,1,28,0,0,0,0,0,0,77856,50441,3670,4520,3311,50441,1800,2100,1
19522,2,1,2,28,2,2,0,0,0,0,19930,23123,0,1646,1653,929,2000,0,1
19523,2,1,2,26,0,0,0,0,0,0,43629,5828,25000,45000,5151,2000,5000,9115,0
19524,2,2,1,32,0,0,0,-2,-2,-2,24615,0,5000,0,0,0,0,0,0
19525,2,2,1,33,-2,-2,-2,-2,-2,-2,3342,5626,9023,4353,13929,1997,5654,3964,0
19526,2,2,2,33,0,0,0,0,0,-1,71174,2930,2290,1304,1000,29485,2930,0,0
19527,2,2,1,35,0,0,0,0,0,0,31955,2732,1800,1388,1501,1001,2732,3280,1
19528,2,3,2,38,1,-2,-1,2,2,2,1589,6692,1339,9460,0,6702,16,8242,0
19529,2,2,1,36,0,0,0,0,0,0,21026,52735,15000,3000,3000,4000,10000,25000,1
19530,2,2,2,34,-1,-1,-1,-1,-1,-2,1919,0,1831,163,1028,0,0,0,0
19531,2,1,1,46,-1,-1,-1,-1,-1,-1,57593,0,534,2709,0,7779,0,417,0
19532,2,2,1,41,3,3,2,0,0,0,415735,377466,0,0,15135,13212,13529,15212,1
19533,2,2,2,43,1,3,2,2,3,2,9268,9960,0,200,2000,0,0,1200,0
19534,2,3,1,43,0,0,0,0,0,0,5719,4656,1043,1064,1074,163,169,169,0
19535,2,1,2,30,0,0,0,0,0,0,81488,56211,3000,5000,3000,2200,2100,3879,0
19536,2,3,1,44,2,0,0,0,0,0,26627,27567,1452,2000,1500,933,2000,3000,1
19537,2,2,2,40,0,-1,-1,-1,-2,-2,19869,0,15584,4377,0,0,0,0,0
19538,2,1,2,30,0,0,0,0,0,0,44478,32030,8000,10000,10000,23000,5000,4000,0
19539,2,1,2,31,-2,-2,-2,-2,-2,-2,5596,302,2573,0,0,0,302,176,0
19540,2,1,1,32,0,0,0,0,0,0,16039,10773,5000,2000,5019,2000,2500,5000,0
19541,2,1,1,38,-1,-1,-2,-2,-2,-1,5910,3001,0,0,0,0,3001,9436,0
19542,2,2,2,37,0,0,0,0,0,0,86858,97739,5000,4300,3600,5000,3310,3400,0
19543,2,2,1,41,0,0,0,0,0,0,25388,28552,1800,1747,1758,1152,1038,1073,0
19544,2,3,2,46,-1,-1,-1,-1,-1,-1,942,1170,942,9849,3870,6700,4780,150,0
19545,2,3,1,28,2,2,2,2,0,0,132528,103107,7000,5000,0,3770,4000,4000,0
19546,2,2,2,36,0,0,0,0,0,0,26535,28756,1433,1481,1430,1000,1543,1200,0
19547,2,2,1,38,1,-2,-2,-1,0,-1,0,390,0,0,1000,390,390,540,1
19548,2,2,2,24,2,0,0,0,0,0,81228,48690,3400,2800,3038,2000,2000,2000,1
19549,2,1,2,32,0,0,0,0,0,0,11358,21831,7079,7000,5000,0,11831,13000,1
19550,2,1,2,41,0,-1,-1,-2,-2,-1,6302,18165,31321,0,0,0,18165,2008,0
19551,2,3,2,46,2,2,-1,2,0,0,19830,780,0,1736,0,0,0,0,0
19552,2,2,1,37,-1,-1,-1,-1,-1,-1,2000,2000,2000,2000,2000,2000,2000,4206,1
19553,2,4,2,25,0,0,0,0,0,0,91485,42812,3009,3411,1523,1352,1526,1505,0
19554,2,2,1,43,2,-1,-1,-1,-1,-1,644,-741,499,1641,5280,6915,0,0,0
19555,2,2,1,28,0,0,0,-1,0,0,30631,18171,1373,1010,42348,0,0,173,0
19556,2,2,1,29,2,2,2,0,0,2,15361,21631,3175,0,1317,2000,2000,0,1
19557,2,1,1,37,0,0,0,0,0,0,208068,167748,30072,10093,20031,60030,15008,8008,0
19558,2,2,1,42,0,0,0,0,0,2,258662,296036,11056,20000,12000,18000,0,5651,0
19559,2,3,1,37,0,0,0,0,0,0,17500,7811,10000,10000,3006,3000,3000,0,0
19560,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,2479,0,0,0,0,0
19561,2,2,1,37,0,0,0,0,0,0,110434,134146,4100,20000,6000,5000,20000,6000,0
19562,2,3,2,30,-1,-1,-2,-2,-2,-1,2380,31868,0,0,0,0,31868,13216,0
19563,2,1,2,34,-1,-1,-1,-1,-1,-1,3251,6059,4347,2557,4443,4832,6314,7897,1
19564,2,3,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,1
19565,2,2,1,47,-1,2,2,-1,-1,-1,4166,14206,0,0,3521,0,14206,7500,0
19566,2,2,1,47,-2,-1,-1,-2,-1,-1,27884,27383,23610,0,0,13143,27383,21718,0
19567,2,2,2,30,0,-1,0,0,0,0,35380,12889,64013,1651,1705,564,2093,144734,0
19568,2,3,1,33,-2,-2,-2,-2,-2,-2,1037,0,1062,0,0,0,0,0,0
19569,2,2,1,44,0,0,0,0,0,0,10950,11357,1097,1232,1000,2000,2000,4000,1
19570,2,3,1,42,0,0,0,0,0,0,50562,9962,2000,2009,1180,1000,1000,348,0
19571,2,2,1,38,-1,-1,-1,-1,-1,-1,588,643,588,588,926,643,643,643,0
19572,2,2,1,39,-2,-2,-2,-2,-2,-2,1330,11786,950,1330,950,950,11786,1250,1
19573,2,2,2,46,0,0,0,2,0,0,79812,49278,2854,7014,44,1693,4000,0,0
19574,2,3,1,43,0,0,0,0,0,0,93359,109639,3404,4954,4512,6708,4639,4793,0
19575,2,1,1,31,0,0,0,0,0,0,157544,107122,7505,7072,4009,8000,10000,12000,0
19576,2,2,1,45,0,0,0,-1,-1,-1,137250,99723,5927,5000,41200,1109,99723,5000,0
19577,2,2,1,45,1,2,2,2,2,2,53916,58505,0,4327,3000,2200,2100,0,1
19578,2,2,1,32,0,0,0,0,0,0,28853,15671,2000,4000,1420,2000,3000,30789,0
19579,2,2,1,44,-1,-1,-1,-1,0,-1,899,329,1000,1685,3207,0,329,2208,0
19580,2,2,1,39,-1,-1,-1,-1,-1,-1,13145,10825,15571,21488,9312,23958,10825,10773,0
19581,2,1,2,31,-1,-1,-1,0,0,0,5974,128312,2600,110958,110000,20000,58312,9031,0
19582,2,2,2,44,0,0,0,0,-1,-1,22771,15365,1239,1435,1350,5144,15365,2250,0
19583,2,2,1,36,0,0,0,0,0,0,16557,12375,3000,2000,29079,1066,1000,1000,0
19584,2,1,2,35,0,0,0,0,0,0,308105,278117,13088,9834,9500,9700,20200,11000,1
19585,2,1,2,29,0,0,0,0,0,0,80299,97402,3000,4000,4000,4000,10000,4000,0
19586,2,2,2,30,0,0,0,-1,0,0,90562,30244,3340,2000,83731,2000,2000,1000,0
19587,2,2,1,30,2,2,2,2,2,2,14408,16086,1500,1500,700,600,0,1600,1
19588,2,1,2,30,0,0,0,0,0,0,2419,8623,2000,2000,2000,1000,1000,1000,0
19589,2,2,2,38,0,0,0,0,0,0,153123,123978,7000,6000,5012,5000,5000,5000,0
19590,2,2,2,36,0,0,0,0,0,0,23347,55751,10000,24369,2500,2500,5000,2700,0
19591,2,1,1,33,2,-1,0,-1,-1,0,8117,1800,20837,1118,10658,6341,0,3,0
19592,2,2,1,45,0,0,0,0,0,0,169625,127643,6081,6336,5205,4452,4592,4677,0
19593,2,1,1,40,-1,-1,-2,-1,-1,-2,1163,-4,0,1487,830,0,0,1342,0
19594,2,1,1,35,0,0,0,0,-2,-2,20375,0,1089,1526,0,0,0,0,0
19595,2,2,1,42,2,2,2,2,2,2,282880,308523,12700,13000,11000,0,19000,15000,1
19596,2,2,1,32,0,0,0,2,0,0,18641,46121,5000,10000,0,5000,10000,0,0
19597,2,1,2,32,1,-1,-1,-1,-1,-1,15207,18827,16529,16920,16266,0,19136,0,0
19598,2,1,1,40,-2,-2,-2,-2,-2,-2,0,426,1470,0,0,591,426,595,0
19599,2,1,2,36,0,0,0,0,0,0,57721,55435,2514,3007,2004,2101,2503,2503,0
19600,2,1,2,32,-2,-2,-2,-2,-2,-2,0,2820,0,2090,0,0,2820,10540,0
19601,2,1,2,37,-2,-2,-2,-2,-2,-2,7365,0,255,4892,4478,1800,0,150,0
19602,2,2,2,38,0,0,-2,-2,-2,-2,9730,0,0,0,0,0,0,0,0
19603,2,2,1,48,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,1
19604,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19605,2,1,1,31,0,0,0,2,2,2,151776,179461,9300,14300,5000,3400,15000,6017,0
19606,2,2,2,34,0,0,0,0,0,0,93815,30177,4300,2407,2000,2000,1100,1000,0
19607,2,2,2,34,0,0,0,0,0,0,90945,77377,3500,3500,3000,3083,3000,3000,0
19608,2,4,2,29,0,0,-1,-1,0,0,17196,22891,2012,3310,11164,18800,10000,16910,0
19609,2,2,1,38,0,0,0,0,0,0,62862,55038,24000,6000,5000,3000,6000,5000,0
19610,2,2,1,47,0,0,0,0,0,0,121386,130266,6000,7000,6500,5000,6000,6000,0
19611,2,2,2,30,-2,-1,0,0,0,0,0,71089,63508,2300,2200,2200,25000,2400,0
19612,2,1,1,29,-2,-2,-2,-2,-2,-2,6887,-486,2940,2569,6360,3,0,3012,0
19613,2,2,1,30,-1,-1,-1,-1,-1,2,33712,1513,14116,0,4457,1513,0,1328,0
19614,2,1,2,30,0,0,0,0,0,0,41626,35438,5004,10000,18000,1200,3000,2000,0
19615,1,2,2,30,0,0,0,0,0,0,22459,18713,26499,2248,1332,544,713,3703,0
19616,2,1,2,30,2,2,2,0,0,0,172933,0,19028,0,3451,5004,0,0,1
19617,2,2,2,30,-2,-2,-2,-2,-2,-2,4456,5860,177,1406,1006,440,5860,1306,0
19618,2,3,1,31,-2,-1,-1,-1,-1,0,10790,23943,7239,30418,31370,13496,12000,22593,0
19619,2,2,2,32,-2,-2,-2,-2,-2,-2,0,858,0,1980,0,0,858,0,0
19620,2,4,1,33,0,0,0,0,0,0,43268,0,2011,2000,1000,800,0,0,0
19621,2,2,1,34,2,0,0,0,0,0,47993,3563,2010,1904,2214,1000,129,131,1
19622,2,1,1,37,-1,0,-1,-1,-1,-1,27695,20808,10000,25919,18449,2655,20808,0,1
19623,2,2,1,37,0,0,0,0,0,0,212954,234221,8000,9510,8160,8364,8493,8625,0
19624,2,2,1,45,0,0,0,-2,-2,-2,81328,0,3750,0,0,0,0,0,0
19625,2,2,1,37,0,-1,-1,-1,0,-1,13307,8264,22887,16890,2150,0,8264,8799,0
19626,2,2,2,42,0,0,0,0,0,0,27855,16893,5000,5137,2189,2007,1009,655,0
19627,2,2,1,44,0,-1,-1,-1,-1,-1,1603,6059,1440,1440,1440,1440,6059,1440,0
19628,2,2,1,46,1,-1,-1,-1,-2,-2,0,0,766,305,0,0,0,0,0
19629,2,2,1,45,-1,2,-1,-1,-1,-1,1980,1130,0,990,990,990,1130,1000,0
19630,2,2,1,35,0,0,0,0,0,0,81513,47231,3612,2830,2194,1797,2000,2000,0
19631,2,1,1,41,0,0,0,0,0,0,93095,104654,3500,5000,4000,4000,4000,4000,0
19632,2,1,1,42,-2,-2,-2,-2,-2,-2,6425,1170,3746,3863,5740,0,1170,4198,0
19633,2,3,1,44,2,-1,0,0,0,-1,1273,1257,79113,255005,6780,8401,1262,2120,1
19634,2,2,2,41,-1,-1,-1,-1,-1,-1,1215,3245,43943,27863,5234,1278,3245,22,0
19635,2,2,1,42,0,-1,-1,2,-1,-1,21692,14585,19697,2270,4,17161,7030,0,0
19636,2,1,2,29,-1,2,-1,-1,2,0,8318,5843,0,3647,10752,0,5658,6928,0
19637,2,3,1,49,2,0,0,0,-2,-2,48297,0,3000,2400,0,0,0,0,1
19638,2,4,2,29,0,0,0,0,0,0,262621,103824,24298,7068,8015,10053,15000,9507,0
19639,2,1,2,31,2,2,3,3,3,2,20052,83275,59872,2200,2700,2000,4000,2200,0
19640,2,1,2,32,1,2,0,0,0,2,17992,21534,0,1500,1328,1018,1687,778,1
19641,2,1,2,29,0,0,0,0,0,0,384979,152135,20000,9500,4180,0,10000,5000,0
19642,2,1,2,29,-2,-2,-2,-2,-2,-2,2692,2014,4403,5573,5947,3686,2041,2540,0
19643,2,1,2,29,0,0,0,0,0,0,82315,169983,90150,7018,7000,7002,8007,8038,0
19644,2,2,1,30,-1,2,-1,-1,-1,-1,10940,3167,0,1610,2768,155,3167,435,0
19645,2,1,2,30,-2,-2,-2,-2,-2,-2,4765,2786,3434,1546,6541,3475,2788,5710,0
19646,2,2,1,30,0,0,-1,-1,0,0,25657,11707,3000,2000,29225,2000,2000,20000,0
19647,2,2,1,31,1,-1,-1,-1,0,0,0,5085,5377,4131,44588,0,0,3148,0
19648,2,1,1,33,0,0,0,0,0,0,199851,137565,7000,7791,7000,5254,5400,5380,1
19649,2,2,1,33,2,2,2,2,2,2,115166,129098,10800,4000,7000,0,8200,1500,1
19650,2,2,1,32,0,0,0,0,0,0,47550,52921,5000,2672,2492,2006,2069,2258,0
19651,2,2,1,32,0,0,-2,-2,-2,-2,12000,0,0,0,0,0,0,0,0
19652,2,2,1,32,-2,-2,-2,-2,-2,-2,943,0,10528,0,0,20650,0,0,0
19653,2,1,2,32,-1,0,0,0,0,0,89988,18116,18063,18008,27067,18046,10018,17038,0
19654,2,3,1,33,-1,2,-1,-1,-2,-2,2364,0,0,2190,0,0,0,0,1
19655,2,1,2,33,0,0,0,0,0,0,11529,8367,2000,1262,1300,700,1000,950,0
19656,2,1,2,33,-1,2,2,-1,0,0,5640,5198,0,0,3198,0,2000,3348,0
19657,2,2,2,33,1,2,0,0,0,0,49633,41970,24,2039,1965,1455,2000,1877,0
19658,2,1,2,33,-1,0,0,0,0,0,31689,48436,10000,10000,5000,3000,10000,30000,0
19659,2,2,1,33,1,2,0,0,2,0,23250,25708,0,1397,2611,0,1000,1092,1
19660,2,3,3,44,0,0,2,2,0,0,18126,0,3599,1200,1000,400,0,0,1
19661,2,2,2,39,-1,-1,-1,2,-1,-1,2753,1206,0,780,0,780,1206,0,0
19662,2,1,2,44,-1,-1,-1,-1,-1,-1,29227,22999,49619,143588,82691,44242,24010,128424,0
19663,2,2,1,36,0,0,0,0,0,0,219386,83763,10500,14045,8553,8817,10763,2526,0
19664,2,2,2,37,0,0,0,0,0,0,26557,44245,5000,28008,15000,1552,1605,1615,0
19665,2,3,2,40,0,0,0,2,0,0,197139,184562,6500,15000,0,8000,8000,15000,0
19666,2,2,2,41,0,0,0,0,0,0,119951,132727,4375,6047,4622,4652,4838,4838,0
19667,2,3,2,36,2,0,0,0,0,0,420522,73433,16000,6549,4500,2407,12700,3200,0
19668,2,2,1,34,0,0,0,0,0,0,5481,8595,1068,1140,1000,5000,3000,3000,0
19669,2,2,1,41,0,0,0,0,0,0,9309,7121,1119,1609,3000,2500,5000,5000,0
19670,2,2,1,44,1,2,0,0,0,0,61049,28354,0,2400,2100,1300,1300,1300,0
19671,2,2,1,37,0,0,0,0,0,0,17800,3177,2003,2000,1030,2350,2000,1150,0
19672,2,2,1,34,0,0,0,0,0,-1,5185,2090,2000,3000,3000,7000,2090,0,0
19673,2,2,1,35,0,0,0,0,0,0,48658,19930,3000,2000,3005,700,1000,1000,0
19674,2,1,2,38,-2,-2,-2,-2,-2,-2,2937,16409,5242,17840,11642,6943,16409,3362,0
19675,2,1,2,37,0,0,0,0,0,0,334125,197439,13562,15000,12000,8120,7720,4000,0
19676,2,3,1,40,-1,2,-1,-1,-1,-1,780,390,0,390,25190,390,390,9278,1
19677,2,1,1,41,0,0,0,0,0,0,54598,11891,1528,1538,1777,1160,1500,1000,0
19678,2,2,2,37,0,0,0,0,0,0,170687,38885,3000,3000,3000,3000,3000,3000,0
19679,2,2,1,40,-1,-1,-1,-1,-1,0,411,1474,209,217,613,2339,0,1254,0
19680,2,2,1,34,0,-1,-1,-1,-1,-1,8505,1520,4086,6389,4520,8708,1520,1520,0
19681,2,2,1,39,0,0,0,0,0,0,102801,52684,3818,4955,3446,3000,3000,4000,0
19682,2,2,1,46,0,0,0,0,0,0,106651,65108,3692,5000,3300,2500,2930,1500,0
19683,2,3,1,46,0,0,-1,2,-1,-1,25505,2136,1000,2278,0,17000,2500,0,1
19684,2,3,2,35,0,0,0,0,0,0,65958,47563,3500,3002,2200,1700,1800,1700,0
19685,2,1,1,38,0,0,0,2,0,0,10379,19297,1000,3560,0,1000,4656,712,1
19686,2,2,1,39,2,2,0,0,0,0,31207,29793,0,2000,1500,1010,1055,1089,1
19687,2,3,1,40,0,-1,-1,-1,-1,-1,2616,5566,7537,6730,3447,16220,7564,2632,0
19688,2,1,1,33,0,0,0,0,0,0,214361,231935,7830,8231,8332,8187,8500,8029,0
19689,2,1,1,45,-1,-1,-1,-1,-1,-1,8732,9529,5286,5596,3328,3763,9529,4895,0
19690,2,2,1,37,0,0,0,0,0,0,175363,131619,5551,5358,5500,5000,20000,10000,0
19691,2,2,2,33,-2,-2,-2,-2,-2,-2,498,955,4831,477,8561,1550,955,570,0
19692,2,3,1,37,-1,2,0,0,0,0,2564,6939,0,2000,1500,1000,1000,1000,0
19693,2,2,1,49,0,0,0,0,0,0,64049,46688,3700,3100,2200,1600,1850,1800,1
19694,2,2,1,38,0,0,0,0,0,2,36479,44577,2810,2600,2568,3214,0,1630,0
19695,2,3,1,49,0,0,0,0,0,0,92140,84966,3892,5002,3153,5000,3037,3200,0
19696,2,1,1,37,0,0,0,0,0,0,163000,104283,10047,5001,6010,4512,4012,3522,0
19697,2,2,1,38,2,2,2,2,2,2,63700,68959,3000,3000,2600,2500,2000,3000,1
19698,2,2,1,33,-1,-1,-1,-1,-1,-1,8243,3628,4644,7677,2947,87476,3639,7769,0
19699,2,3,1,48,1,2,0,0,0,0,49621,20733,0,2010,1807,812,743,844,1
19700,2,3,1,39,0,0,0,0,0,0,48694,24317,1803,2060,2025,1375,1035,900,0
19701,2,1,2,32,0,0,0,0,0,0,112933,126242,5000,6000,6000,5500,5000,6000,0
19702,2,1,1,40,-2,-2,-2,-2,-2,-2,0,2973,3843,1891,4520,5950,2979,5188,0
19703,2,3,1,37,0,-1,-1,0,0,0,3860,28910,780,27557,2000,1500,1100,1500,0
19704,2,2,1,31,0,0,0,0,-2,-2,5500,0,3000,1000,0,0,0,0,0
19705,2,2,1,47,-1,-1,-1,-1,-1,-2,6666,-396,6666,0,6270,0,0,0,1
19706,2,2,1,47,0,0,0,0,0,0,2795,3206,1067,1121,1000,106,64,1000,0
19707,2,2,2,24,1,3,2,2,0,0,24171,24528,0,1400,0,850,880,884,1
19708,2,1,2,28,0,0,0,0,0,0,131007,130436,5000,7000,6500,5000,5000,5000,0
19709,2,2,1,34,0,0,-1,-1,0,0,8413,3638,1029,1225,2799,2000,2000,2000,0
19710,2,4,1,41,-1,-1,-1,-1,0,-1,3399,287,0,4358,862,0,287,5159,0
19711,2,1,2,29,3,3,2,2,2,0,4695,5827,0,0,1587,0,500,586,1
19712,2,1,2,27,0,0,0,0,0,0,35303,40037,1800,2000,2000,1700,1650,3200,0
19713,2,1,2,27,-2,-2,-2,-2,-2,-2,-4,-73,0,857,0,71,0,14688,0
19714,2,1,2,28,0,0,-2,-1,0,-1,5446,1034,0,0,4643,1019,1039,984,0
19715,2,2,1,32,-1,0,0,-1,-1,-2,26455,11835,7060,1003,2018,59,11894,2,0
19716,2,1,2,34,1,2,0,0,2,0,14965,16317,0,3000,3500,0,2000,2000,0
19717,2,3,2,35,0,0,-1,0,0,0,5716,93649,0,105082,4172,3408,3489,5295,0
19718,2,1,1,28,0,-1,-1,-1,-1,-1,58322,1508,36865,32311,12956,390,1508,2224,0
19719,2,1,1,32,0,0,0,0,0,0,101685,39197,4000,59949,6000,2000,2000,2000,0
19720,2,3,2,27,0,0,0,0,0,0,105979,111239,5340,4000,4600,4000,4450,4100,0
19721,2,3,2,30,0,0,0,0,0,0,24523,18516,2029,3030,3118,3003,3040,2050,0
19722,2,1,1,39,-1,0,0,0,0,0,32598,27553,20092,10000,6000,5000,7553,14587,0
19723,2,1,1,44,0,-1,-1,0,0,0,329570,128459,72001,368199,6486,234,90,167116,0
19724,2,2,2,28,0,0,0,0,0,0,38875,5488,6000,2000,1200,330,2000,8258,0
19725,2,2,2,29,0,0,0,0,0,0,24399,9004,4000,5000,4000,3000,1000,3000,0
19726,2,3,2,30,2,2,2,2,2,2,131957,147715,6500,6500,5000,5000,10000,7000,0
19727,2,2,2,30,0,0,0,0,0,0,97288,101525,4400,4500,3500,3500,8000,500,1
19728,2,1,2,32,-1,-1,-1,-1,-1,-1,6699,2673,2999,4904,68,2761,2673,1861,0
19729,2,2,1,35,0,0,0,0,0,0,158942,95850,5057,4606,5800,3375,3324,2500,0
19730,2,3,1,39,-1,0,0,0,0,0,145687,122518,7627,4631,5066,5033,5007,5125,0
19731,2,2,1,31,-2,-2,-2,-2,-2,-2,0,0,323,0,0,0,0,0,0
19732,2,2,1,32,0,0,0,0,0,0,37981,39926,1586,1616,1937,1392,1596,1684,0
19733,2,2,2,38,-1,-1,-1,-1,-1,-1,13451,0,10539,2087,6720,23000,0,44400,0
19734,2,1,2,40,-2,-1,-1,-1,-1,-1,798,316,2309,1036,5048,3946,316,314,0
19735,2,1,2,27,0,0,0,0,0,0,62574,55080,2278,2473,2161,2075,1973,2000,0
19736,2,1,1,30,0,0,0,0,0,0,49069,54138,1600,1500,1400,38002,1415,1010,0
19737,2,2,1,35,3,2,0,0,0,0,50437,19648,0,2000,1500,1000,1000,1000,0
19738,2,3,1,42,0,0,0,0,0,0,13562,16802,1500,2500,1518,1000,2000,1000,0
19739,2,2,1,46,2,3,3,2,0,0,64350,17406,5000,0,0,613,573,593,1
19740,2,2,1,30,0,0,0,0,0,0,101706,105707,3687,3850,3670,3662,4000,3795,0
19741,2,1,2,32,-2,-2,-2,-2,-2,-2,6919,5375,2389,3642,9889,4473,5591,4951,0
19742,2,2,2,43,-1,2,0,0,0,0,6483,8440,0,1283,1135,447,306,307,1
19743,2,2,1,48,0,0,0,0,0,0,93713,90772,1866,1762,1827,53248,3293,3314,0
19744,2,1,1,45,-1,-1,-1,-1,-1,-1,184,1572,1904,1819,1572,237,1572,230,0
19745,2,3,2,43,2,-1,-1,-1,-1,-1,344,780,5128,1780,5808,390,780,0,0
19746,2,2,2,35,0,0,0,0,0,0,28590,27324,1500,1600,3400,1300,3000,2000,0
19747,2,1,1,40,-1,-1,-1,-1,-1,-1,15118,968,6047,3262,2178,2634,968,2432,0
19748,2,2,2,39,0,0,0,0,0,0,431557,376228,18174,20341,13005,15410,72000,14500,0
19749,2,2,2,31,-2,-2,-2,-2,-2,-2,188,0,188,585,207,0,0,378,0
19750,2,2,2,33,-1,-1,-1,-1,-1,-1,437,0,0,437,0,4013,0,1518,1
19751,2,2,2,47,-1,2,-1,-1,0,-1,3598,915,2,7156,2099,0,915,1065,0
19752,2,2,1,41,1,2,2,0,0,0,10774,12659,1300,0,1502,443,489,2961,1
19753,2,1,1,36,0,0,0,0,0,0,101941,30970,3016,3031,10091,1429,1500,10207,0
19754,2,1,1,41,1,-2,-2,-1,-1,-2,1520,0,10,0,3854,0,0,0,0
19755,2,2,1,42,2,0,0,0,0,0,15552,19195,1575,1293,1304,668,843,853,1
19756,2,1,1,38,0,0,0,0,0,0,29414,33081,5002,5002,5031,1006,986,986,0
19757,2,2,1,33,0,0,0,0,2,2,75451,90043,2800,4000,8000,5348,3700,3128,0
19758,2,1,2,35,-1,0,0,0,-1,-1,27089,9950,20000,21890,15000,9481,19900,0,0
19759,2,1,1,35,0,0,0,0,0,0,143072,108107,30000,30000,10054,10000,10000,5000,0
19760,2,2,1,34,0,-1,-1,2,-1,-1,7026,3046,6599,5748,1958,805,3100,1311,0
19761,2,2,1,34,-1,2,2,-1,-1,-1,246,123,123,0,7286,123,123,123,1
19762,2,3,1,35,0,0,0,0,0,0,79277,68217,3580,3439,2474,2400,2500,2523,0
19763,2,2,1,35,0,0,0,0,0,0,201666,186529,7094,8500,6983,6500,7150,7000,0
19764,2,3,1,46,0,0,0,0,0,0,58584,26749,2700,2219,1727,1120,1500,1100,0
19765,2,2,2,39,2,2,0,0,0,0,50932,28985,0,2098,2782,936,971,874,0
19766,2,1,2,35,0,0,0,0,0,0,92095,86279,83959,28869,13000,10000,5279,6160,0
19767,2,3,1,46,0,0,0,0,0,0,5965,9460,1120,1293,1150,500,400,400,1
19768,2,3,2,45,-2,-2,-2,-2,-2,-2,0,0,700,0,0,1526,0,0,0
19769,2,3,1,47,0,0,0,0,0,0,139550,69672,3500,2600,3000,2500,2500,2500,0
19770,2,3,1,37,2,2,2,2,2,2,21368,13149,1500,1400,0,1527,0,524,1
19771,2,4,2,40,-2,-2,-1,-1,0,0,0,4117,0,150,1528,1500,1500,4000,0
19772,2,2,1,44,-1,-1,-1,-1,-1,-2,108,0,131,550,99,0,0,0,0
19773,2,3,1,48,0,0,-1,-1,-1,-1,9730,1148,0,1366,1388,3118,1148,496,0
19774,2,1,1,37,0,0,0,0,0,0,86701,94280,5000,5000,3511,4000,4000,4000,0
19775,2,2,1,42,0,0,0,2,2,0,5174,8084,1106,2393,300,0,500,500,0
19776,2,1,2,36,-1,-1,-1,0,0,0,980,48533,960,20964,50988,110,971,1677,0
19777,2,2,1,42,0,0,0,0,0,0,41836,20240,6000,2000,2000,3000,2000,2000,0
19778,2,3,2,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19779,2,1,1,42,0,0,0,0,0,0,112237,115463,4097,4278,4308,11540,5685,4390,0
19780,2,2,1,45,-2,-2,-1,-1,-1,-1,10985,1722,2441,16046,2483,10719,1722,2836,0
19781,2,2,1,40,-1,-1,-1,-1,-1,-1,390,540,390,390,390,232,698,390,0
19782,2,2,2,37,1,2,2,2,0,0,47071,7378,148,3115,3,1000,415,565,1
19783,2,2,1,35,1,-1,-1,-1,0,0,0,28468,1839,1750,19117,400,2000,3496,0
19784,2,2,2,36,0,0,0,0,0,0,134797,138903,5600,8000,5775,5000,5200,3320,1
19785,2,1,2,40,-2,-2,-1,0,0,0,-3549,53525,4557,168499,12008,3000,4000,10000,0
19786,2,1,1,46,-2,-2,-2,-2,-2,-2,4957,6283,9467,7697,5308,2048,6283,18157,0
19787,2,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
19788,2,1,1,41,1,-1,-1,-1,-1,-1,0,6647,5848,0,8839,62140,6647,7573,0
